,close,open,high,low,pre_close
2005-01-04,1.0862414306232344,1.0918023935786434,1.0936560478971131,1.0528756528907801,1.0955097022155829
2005-01-05,1.1066316281264008,1.0843877763047647,1.117753554037219,1.0732658503939465,1.0862414306232344
2005-01-06,1.1084852824448708,1.1214608626741582,1.1251681713110977,1.1010706651709918,1.1066316281264008
2005-01-07,1.1103389367633403,1.1158998997187493,1.1214608626741582,1.1029243194894616,1.1084852824448708
2005-01-10,1.123314516992628,1.11219259108181,1.1251681713110977,1.0751195047124162,1.1103389367633403
2005-01-11,1.1288754799480372,1.123314516992628,1.1307291342665067,1.1140462454002795,1.123314516992628
2005-01-12,1.117753554037219,1.1288754799480372,1.1288754799480372,1.1103389367633403,1.1288754799480372
2005-01-13,1.1029243194894616,1.1140462454002795,1.1214608626741582,1.1010706651709918,1.117753554037219
2005-01-14,1.0918023935786434,1.1029243194894616,1.1140462454002795,1.0880950849417041,1.1029243194894616
2005-01-17,0.9824367887889321,1.0565829615277196,1.0565829615277196,0.9824367887889321,1.0918023935786434
2005-01-18,0.9861440974258715,0.9601929369672959,0.9898514060628109,0.9546319740118869,0.9824367887889321
2005-01-19,0.9731685171965837,0.9824367887889321,0.9824367887889321,0.965753899922705,0.9861440974258715
2005-01-20,0.9787294801519928,0.9639002456042354,0.9824367887889321,0.9583392826488263,0.9731685171965837
2005-01-21,1.017656220839856,0.9731685171965837,1.0473146899353711,0.9583392826488263,0.9787294801519928
2005-01-24,1.0343391097060832,1.0565829615277196,1.0658512331200678,1.017656220839856,1.017656220839856
2005-01-25,1.0324854553876137,1.0287781467506742,1.0380464183430225,1.012095257884447,1.0343391097060832
2005-01-26,1.0343391097060832,1.0269244924322045,1.0491683442538406,1.0158025665213866,1.0324854553876137
2005-01-27,1.000973331973629,1.0250708381137348,1.0343391097060832,0.9972660233366896,1.0343391097060832
2005-01-28,0.9787294801519928,1.000973331973629,1.000973331973629,0.9750221715150533,1.000973331973629
2005-01-31,0.9231198505979024,0.9546319740118869,0.9546319740118869,0.8990223444577963,0.9787294801519928
2005-02-01,0.9268271592348416,0.9175588876424933,0.9490710110564778,0.9138515790055538,0.9231198505979024
2005-02-02,1.0195098751583258,0.93609543082719,1.0195098751583258,0.930534467871781,0.9268271592348416
2005-02-03,0.9861440974258715,1.0195098751583258,1.0250708381137348,0.9787294801519928,1.0195098751583258
2005-02-04,1.036192764024553,0.9824367887889321,1.0454610356169014,0.9787294801519928,0.9861440974258715
2005-02-16,1.036192764024553,1.041753726979962,1.0621439244831286,1.0306318010691438,1.036192764024553
2005-02-17,1.0269244924322045,1.041753726979962,1.041753726979962,1.0102416035659774,1.036192764024553
2005-02-18,1.0158025665213866,1.0250708381137348,1.0436073812984317,1.012095257884447,1.0269244924322045
2005-02-21,1.0343391097060832,1.0158025665213866,1.0380464183430225,1.0158025665213866,1.0158025665213866
2005-02-22,1.0639975788015983,1.041753726979962,1.0751195047124162,1.0250708381137348,1.0343391097060832
2005-02-23,1.0639975788015983,1.0658512331200678,1.0751195047124162,1.0510219985723104,1.0639975788015983
2005-02-24,1.0639975788015983,1.0565829615277196,1.071412196075477,1.0473146899353711,1.0639975788015983
2005-02-25,1.0491683442538406,1.0677048874385375,1.0788268133493557,1.0473146899353711,1.0639975788015983
2005-02-28,1.0343391097060832,1.041753726979962,1.0528756528907801,1.0269244924322045,1.0491683442538406
2005-03-01,1.0473146899353711,1.0343391097060832,1.0528756528907801,1.0324854553876137,1.0343391097060832
2005-03-02,1.0250708381137348,1.0454610356169014,1.058436615846189,1.0158025665213866,1.0473146899353711
2005-03-03,1.036192764024553,1.0195098751583258,1.0473146899353711,1.017656220839856,1.0250708381137348
2005-03-04,1.0287781467506742,1.036192764024553,1.0399000726614924,1.0269244924322045,1.036192764024553
2005-03-07,1.0250708381137348,1.0287781467506742,1.0473146899353711,1.0213635294767955,1.0287781467506742
2005-03-08,1.0473146899353711,1.0399000726614924,1.0565829615277196,1.0269244924322045,1.0250708381137348
2005-03-09,1.0454610356169014,1.0547293072092498,1.0602902701646588,1.036192764024553,1.0473146899353711
2005-03-10,0.9842904431074018,1.0528756528907801,1.0528756528907801,0.9731685171965837,1.0454610356169014
2005-03-11,0.9601929369672959,0.9824367887889321,0.9824367887889321,0.9490710110564778,0.9842904431074018
2005-03-14,0.9583392826488263,0.9601929369672959,0.9750221715150533,0.9323881221902507,0.9601929369672959
2005-03-15,0.9546319740118869,0.9639002456042354,0.9731685171965837,0.9527783196934171,0.9583392826488263
2005-03-16,0.9472173567380082,0.9546319740118869,0.9564856283303566,0.9342417765087204,0.9546319740118869
2005-03-17,0.9286808135533112,0.9639002456042354,0.9639002456042354,0.9268271592348416,0.9472173567380082
