,close
2008/6/16,2874.103
2008/6/17,2794.751
2008/6/18,2941.115
2008/6/19,2748.874
2008/6/20,2831.736
2008/6/23,2760.417
2008/6/24,2803.019
2008/6/25,2905.014
2008/6/26,2901.85
2008/6/27,2748.432
2008/6/30,2736.103
2008/7/1,2651.605
2008/7/2,2651.725
2008/7/3,2703.529
2008/7/4,2669.892
2008/7/7,2792.397
2008/7/8,2814.947
2008/7/9,2920.546
2008/7/10,2875.45
2008/7/11,2856.634
2008/7/14,2878.256
2008/7/15,2779.448
2008/7/16,2705.867
2008/7/17,2684.778
2008/7/18,2778.367
2008/7/21,2861.418
2008/7/22,2846.117
2008/7/23,2837.849
2008/7/24,2910.292
2008/7/25,2865.101
2008/7/28,2903.012
2008/7/29,2850.311
2008/7/30,2836.668
2008/7/31,2775.717
2008/8/1,2801.817
2008/8/4,2741.74
2008/8/5,2690.746
2008/8/6,2719.368
2008/8/7,2727.577
2008/8/8,2605.719
2008/8/11,2470.074
2008/8/12,2457.198
2008/8/13,2446.297
2008/8/14,2437.082
2008/8/15,2450.61
2008/8/18,2319.868
2008/8/19,2344.469
2008/8/20,2523.282
2008/8/21,2431.716
2008/8/22,2405.226
2008/8/25,2413.374
2008/8/26,2350.084
2008/8/27,2342.147
2008/8/28,2350.143
2008/8/29,2397.369
2008/9/1,2325.135
2008/9/2,2304.891
2008/9/3,2276.672
2008/9/4,2277.411
2008/9/5,2202.446
2008/9/8,2143.421
2008/9/9,2145.779
2008/9/10,2150.759
2008/9/11,2078.981
2008/9/12,2079.673
2008/9/16,1986.636
2008/9/17,1929.047
2008/9/18,1895.837
2008/9/19,2075.091
2008/9/22,2236.41
2008/9/23,2201.51
2008/9/24,2216.811
2008/9/25,2297.501
2008/9/26,2293.784
2008/10/6,2173.738
2008/10/7,2157.839
2008/10/8,2092.224
2008/10/9,2074.583
2008/10/10,2000.572
2008/10/13,2073.568
2008/10/14,2017.321
2008/10/15,1994.667
2008/10/16,1909.941
2008/10/17,1930.651
2008/10/20,1974.006
2008/10/21,1958.529
2008/10/22,1895.822
2008/10/23,1875.561
2008/10/24,1839.621
2008/10/27,1723.351
2008/10/28,1771.821
2008/10/29,1719.812
2008/10/30,1763.607
2008/10/31,1728.786
2008/11/3,1719.774
2008/11/4,1706.703
2008/11/5,1760.609
2008/11/6,1717.722
2008/11/7,1747.713
2008/11/10,1874.801
2008/11/11,1843.607
2008/11/12,1859.11
2008/11/13,1927.613
2008/11/14,1986.438
2008/11/17,2030.485
2008/11/18,1902.43
2008/11/19,2017.474
2008/11/20,1983.76
2008/11/21,1969.389
2008/11/24,1897.06
2008/11/25,1888.715
2008/11/26,1897.884
2008/11/27,1917.861
2008/11/28,1871.156
2008/12/1,1894.615
2008/12/2,1889.638
2008/12/3,1965.414
2008/12/4,2001.504
2008/12/5,2018.656
2008/12/8,2090.773
2008/12/9,2037.74
2008/12/10,2079.117
2008/12/11,2031.681
2008/12/12,1954.215
2008/12/15,1964.374
2008/12/16,1975.006
2008/12/17,1976.819
2008/12/18,2015.694
2008/12/19,2018.463
2008/12/22,1987.755
2008/12/23,1897.225
2008/12/24,1863.8
2008/12/25,1852.419
2008/12/26,1851.518
2008/12/29,1850.48
2008/12/30,1832.91
2008/12/31,1820.805
2009/1/5,1880.716
2009/1/6,1937.145
2009/1/7,1924.012
2009/1/8,1878.181
